reply_id,parent_comment_id,author_channel_id,published_at,updated_at,reply_like_count,text,video_id,sent_compound
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjAN3kVqfcOIg,UgwFC9S9cn9lwPZ94YV4AaABAg,UCpFil0X03Takd82c7kHXFpw,2025-09-14T21:22:00Z,2025-09-14T21:22:00Z,0,She pass about mare times than scud book in the jail lol😂,KPz1ZgocW8c,0.6908
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjAN5RTiSmcpf,UgwFC9S9cn9lwPZ94YV4AaABAg,UCP5Ig-rybmgF7MlPUiUYVeg,2025-09-15T13:05:26Z,2025-09-15T13:05:26Z,0,What does this mean! Please explain! Thanks!,KPz1ZgocW8c,0.7249
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjAN5SuGLQQhJ,UgwFC9S9cn9lwPZ94YV4AaABAg,UCvhgu4ArG4gtfao6I77l3tA,2025-09-15T13:17:56Z,2025-09-15T13:17:56Z,3,"​@TheReader2008
Arteta is basically saying that they got more points in the 2 previous seasons than the points Liverpool had to win the league last season 
Which means Jack she/it 
Because Liverpool finished 2nd with more points than arsenal ever won any of their Premier league titles with which as I said means Jack",KPz1ZgocW8c,0.8176
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjAN5X0It-ZvD,UgwFC9S9cn9lwPZ94YV4AaABAg,UCP5Ig-rybmgF7MlPUiUYVeg,2025-09-15T13:53:51Z,2025-09-15T13:53:51Z,1,@stephenweir9871 Thank you so much for your time and the way you explain it - so that YNWA,KPz1ZgocW8c,0.3612
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjANDMArM2mDR,UgwFC9S9cn9lwPZ94YV4AaABAg,UCm37WWPqTCUBeiYWHg5VFSg,2025-09-18T14:53:06Z,2025-09-18T14:53:06Z,0,Lol.....😂😂😂,KPz1ZgocW8c,0.8885
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjAOd1YEm8O2G,UgwFC9S9cn9lwPZ94YV4AaABAg,UC1erhqxxwGa93Tw-21qcr-A,2025-10-23T20:03:40Z,2025-10-23T20:03:40Z,0,😂😂😂😂,KPz1ZgocW8c,0.891
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjAPvZpeRe06H,UgwFC9S9cn9lwPZ94YV4AaABAg,UC8fVj2CPtFgOWOe9i2JyTnQ,2025-11-24T21:21:00Z,2025-11-24T21:21:00Z,0,That’s basically what he told the reporter you imbecile 😂 people watch a short and talk like they watched everything,KPz1ZgocW8c,0.296
UgwFC9S9cn9lwPZ94YV4AaABAg.AHpRaXdg2NjAQPoL1eTcMZ,UgwFC9S9cn9lwPZ94YV4AaABAg,UC5l3rVXZukOjs-kwtAv_6xQ,2025-12-07T00:32:58Z,2025-12-07T00:32:58Z,0,I love how this comment has almost as many likes as the video itself 😂,KPz1ZgocW8c,0.8637
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHpzPVvztMx,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCuIw5v9KCR0WghDXdxSCuLA,2025-05-07T21:06:38Z,2025-05-07T21:06:38Z,66,Too true. The delusion is a sickness in that club.,KPz1ZgocW8c,0.4215
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHqvT12ndlo,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCoSCQ7PISh3Bc-iY-2cAsvg,2025-05-08T05:51:24Z,2025-05-08T05:51:24Z,10,he's cracking up,KPz1ZgocW8c,0.0
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHrEs8518SQ,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCnxSKx7d_1cAA8X-G1gpG0Q,2025-05-08T08:49:44Z,2025-05-08T08:49:44Z,0,YEA .HE'S A SCUMBAG,KPz1ZgocW8c,-0.6369
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHsS7mHx0rz,UgzwKL8f1yC0kCvvTpJ4AaABAg,UC3A3CwfDjm4WE5114MJ6NuA,2025-05-08T20:04:50Z,2025-05-08T20:04:50Z,4,As a gooner i do find it funny.lads some of it is tounge in cheek relax.hes only making a comparison.,KPz1ZgocW8c,0.0
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHts7CEQdvg,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCCO4dEcZujtG_fh0QYd-wpQ,2025-05-09T09:19:56Z,2025-05-09T09:19:56Z,13,​@tomgallagher7870 You keep telling yourself that  😅,KPz1ZgocW8c,0.3612
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHunNu7pjfq,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCzCVK9KCpcHm74-ytiJPDww,2025-05-09T17:57:46Z,2025-05-09T17:57:46Z,4,Wait till you come to Anfield and feel how and why your team will bow with a guard of honour.,KPz1ZgocW8c,0.5719
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHunnGgIrXA,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCoSCQ7PISh3Bc-iY-2cAsvg,2025-05-09T18:01:22Z,2025-05-09T18:01:22Z,0,@tomgallagher7870 he's going to be a great manger he's still young did he win fa cup vs city in his first season 🤔 just still with him (or not),KPz1ZgocW8c,0.836
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAHzGsYRNMZ0,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCpL_7eGFJi6Hglqm9motfjQ,2025-05-11T11:41:11Z,2025-05-11T11:42:07Z,3,"​@tomgallagher7870 What are you on about ?? It's not a joke, he's not having a laugh, he's actually either believing his own lies or he's utterly delusional, if my teams manager came out with stuff like this, I'd be completely embarrassed, not trying to tell people it was only a joke. When making excuses that mostly make no sense, Arteta is the best in the world 😂😂😂",KPz1ZgocW8c,0.7472
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAJYnqJBOG2A,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCir7M_33HnQcTPwDzCSRrcA,2025-06-19T12:42:02Z,2025-06-19T12:42:02Z,2,​@SmugglingBudgies  No It isn't. We have a lot of great fans in real life. Its the Aftv / Online presence who give the fanbase a bad look,KPz1ZgocW8c,-0.1531
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzALsA_mvEFHG,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCmV8tij5btxLaiWe0YG9Whg,2025-08-16T03:37:05Z,2025-08-16T03:37:05Z,1,"Exactly. Losers logic. Could've, would've, should've.",KPz1ZgocW8c,-0.5267
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAMWeiU0uUG3,UgzwKL8f1yC0kCvvTpJ4AaABAg,UC0N6nMK8RZIDpsoNK7KBFNQ,2025-09-01T06:18:01Z,2025-09-01T06:18:01Z,0,@SmugglingBudgies100%,KPz1ZgocW8c,0.0
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAN1hLoh2TCH,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCnShvOTmaQ2RPcd7ts0_hKA,2025-09-14T02:15:57Z,2025-09-14T02:15:57Z,0,"​@tomgallagher7870lol he is deadly serious, always excuses with him.... Pep has respect and humility om pared to this sausage😂",KPz1ZgocW8c,0.6908
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAN3LT4Q2mXK,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCiQHzqEYxMcKkzpfrUKlhKg,2025-09-14T17:34:26Z,2025-09-14T17:34:26Z,0,Now I see where there fans get it from 😂😢,KPz1ZgocW8c,-0.0516
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAOjUSwH8Ly9,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCb27OIBoMq-q5TFB7jN4PLg,2025-10-26T08:11:48Z,2025-10-26T08:11:48Z,0,deluded,KPz1ZgocW8c,0.0
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAOt5aDVG3Qf,UgzwKL8f1yC0kCvvTpJ4AaABAg,UC1UcYO2TUpL47-F9T6LZazg,2025-10-30T01:46:53Z,2025-10-30T01:46:53Z,0,Shush,KPz1ZgocW8c,0.0
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAOu9CRGHKKC,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCLRPlYImjfkvhUpZtUkRJPQ,2025-10-30T11:37:42Z,2025-10-30T11:37:42Z,0,@s.l.l800 Wrong half the Arsenal fan base online are deluded morons we all experience them you don’t need to lie.,KPz1ZgocW8c,-0.4767
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAOv0e4DWsaf,UgzwKL8f1yC0kCvvTpJ4AaABAg,UC4TTW3YIjkmONjd8k0hWcdg,2025-10-30T19:42:12Z,2025-10-30T19:42:12Z,0,@SmugglingBudgieshe’s literally speaking facts,KPz1ZgocW8c,0.0
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAP7PskKMG--,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCpm63dMWpzhg7zkjZxmYsnw,2025-11-05T00:32:47Z,2025-11-05T00:32:47Z,0,What about now 😂,KPz1ZgocW8c,0.4404
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAP7R1iwvlZp,UgzwKL8f1yC0kCvvTpJ4AaABAg,UCLRPlYImjfkvhUpZtUkRJPQ,2025-11-05T00:42:53Z,2025-11-05T00:42:53Z,0,@alfiegaishauser5326 you haven’t won anything yet,KPz1ZgocW8c,0.5719
UgzwKL8f1yC0kCvvTpJ4AaABAg.AHpZsNoexXzAQ3zOtNgYzh,UgzwKL8f1yC0kCvvTpJ4AaABAg,UC3LJNiMN9ZksXWXE_p2MUZQ,2025-11-28T13:06:19Z,2025-11-28T13:06:19Z,0,She is in the right place .... excuses,KPz1ZgocW8c,0.0
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAHq5Y7ERdEv,UgwUwWQB0KV7GM08fkt4AaABAg,UC7ikPxt0cE2w6cPCOXP56Yw,2025-05-07T22:08:59Z,2025-05-07T22:08:59Z,5,Right 😂,KPz1ZgocW8c,0.4404
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAHrL1CXQFCu,UgwUwWQB0KV7GM08fkt4AaABAg,UClAPg1aIELBM6Q-O15StdBg,2025-05-08T09:43:32Z,2025-05-08T09:43:32Z,9,He's brainwashed them all,KPz1ZgocW8c,0.0
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAHs4tuv_VOx,UgwUwWQB0KV7GM08fkt4AaABAg,UC6PXdBTWFyoYKSN_X0sOd7A,2025-05-08T16:41:50Z,2025-05-08T16:41:50Z,3,😂😂😂😂😂😂,KPz1ZgocW8c,0.9468
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAI-DH_tTq-X,UgwUwWQB0KV7GM08fkt4AaABAg,UCKAGd5gbuAg5R8CLv5rQvsA,2025-05-11T20:29:02Z,2025-05-11T20:29:02Z,1,So if you performed same as last two season you would won league but didnt,KPz1ZgocW8c,0.3291
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAI3-7pRPaBn,UgwUwWQB0KV7GM08fkt4AaABAg,UChg_ZEzLVnNBmGa3Zic2FlA,2025-05-13T07:42:20Z,2025-05-13T07:42:20Z,2,I'm an Arsenal fan and I can't stand him,KPz1ZgocW8c,0.3182
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAKoPMyXpS9P,UgwUwWQB0KV7GM08fkt4AaABAg,UCO1CuWMHYzRa83dopyqqhKw,2025-07-20T19:57:55Z,2025-07-20T19:57:55Z,2,honestly hope arteta stays at arsenal forever hahahahahahah ten hag won more trophies,KPz1ZgocW8c,0.8625
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YANruMosI4Jl,UgwUwWQB0KV7GM08fkt4AaABAg,UCnShvOTmaQ2RPcd7ts0_hKA,2025-10-04T18:09:25Z,2025-10-04T18:09:25Z,0,He's a fckn embarrassment 😂,KPz1ZgocW8c,0.0
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAOiHAvvlf-_,UgwUwWQB0KV7GM08fkt4AaABAg,UCCz8sfH2VMb5Y_ZBVqlW6cg,2025-10-25T20:56:30Z,2025-10-25T20:56:30Z,0,Was he wrong ?? Did he lie ?,KPz1ZgocW8c,-0.5632
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAPsZHtDd5gP,UgwUwWQB0KV7GM08fkt4AaABAg,UCuLSMLlGcyyZPuKEQYSftGQ,2025-11-23T17:18:33Z,2025-11-23T17:18:33Z,0,They will bottle it again Man City will win it now,KPz1ZgocW8c,0.5859
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAPsZRb1U7wK,UgwUwWQB0KV7GM08fkt4AaABAg,UCuLSMLlGcyyZPuKEQYSftGQ,2025-11-23T17:19:52Z,2025-11-23T17:19:52Z,0,​@KKX93he should have won the league by now he should have bought Harry Kane😂😂😂😂😂,KPz1ZgocW8c,0.9531
UgwUwWQB0KV7GM08fkt4AaABAg.AHpyBPJBw2YAPuctlp9cMO,UgwUwWQB0KV7GM08fkt4AaABAg,UCCz8sfH2VMb5Y_ZBVqlW6cg,2025-11-24T12:37:17Z,2025-11-24T12:37:17Z,0,@ColinRegan-xz8eotell me you’re retarded without telling me you’re retarded 🥴,KPz1ZgocW8c,-0.8126
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHpX3ptURea,UgwW12D5c4uKsbedUk54AaABAg,UCN8obyZfNnyK5O8aUd232rg,2025-05-07T16:50:16Z,2025-05-07T16:50:16Z,19,Give him the merit wise cup 🎉,KPz1ZgocW8c,0.8225
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHpY8ns4qPO,UgwW12D5c4uKsbedUk54AaABAg,UC_pezjkU7G8iahPLtVQJXUQ,2025-05-07T16:59:41Z,2025-05-07T16:59:41Z,0,Retard comment,KPz1ZgocW8c,-0.5267
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHpdV1s9gyD,UgwW12D5c4uKsbedUk54AaABAg,UCNzSJAZ5zttMK8xXDAwSrHg,2025-05-07T17:55:09Z,2025-05-07T17:55:09Z,0,But you don’t you fckn 🤡,KPz1ZgocW8c,0.0
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHpxnW35_8P,UgwW12D5c4uKsbedUk54AaABAg,UCRVt3DcBiq7gTqn_tiPURhQ,2025-05-07T20:52:34Z,2025-05-07T20:52:34Z,0,Where has he said anything wrong??,KPz1ZgocW8c,-0.5362
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHq-QN47fWC,UgwW12D5c4uKsbedUk54AaABAg,UCcyjo2w51EFJGGFXuTLYg_A,2025-05-07T21:15:30Z,2025-05-07T21:15:30Z,31,"@user-vl8iw1666 Oh, so when's your ""more points in the last 2 seasons than Liverpool's title winning season"" parade??",KPz1ZgocW8c,0.5803
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHq1cKDU6fo,UgwW12D5c4uKsbedUk54AaABAg,UC99BTC0MbVjOMc2zLvE-O7Q,2025-05-07T21:34:44Z,2025-05-07T21:34:44Z,0,"​@user-vl8iw1666  because he is factually wrong u idiot. 35 games, Lpool this season 82 points. Last 2 seasons after 35 games, Arsenal 81 and 80 points. He's an embarrressment",KPz1ZgocW8c,-0.7506
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHq2ppzbp4M,UgwW12D5c4uKsbedUk54AaABAg,UCu3obFrSudX54zG3IGLoVjQ,2025-05-07T21:45:19Z,2025-05-07T21:45:19Z,8,Arsenal have the beating Madrid parade coming up 😅😂,KPz1ZgocW8c,0.34
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHq2t8ZoNk_,UgwW12D5c4uKsbedUk54AaABAg,UCu3obFrSudX54zG3IGLoVjQ,2025-05-07T21:45:46Z,2025-05-07T21:45:46Z,4,Right after the loosing to PSG parade 😆,KPz1ZgocW8c,0.3612
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHq3odv8aTm,UgwW12D5c4uKsbedUk54AaABAg,UCcehH95PSDdofDl4WRLZ1AQ,2025-05-07T21:53:54Z,2025-05-07T21:53:54Z,3,Bros just deliberately missing the point,KPz1ZgocW8c,-0.296
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHq5YtZgnRX,UgwW12D5c4uKsbedUk54AaABAg,UCkoCupUudOYROmioArc6OWg,2025-05-07T22:09:05Z,2025-05-07T22:09:05Z,1,​@SouthamptonCentral quite a few points actually 😂😂😂😂😂😂😂😂 what an Everton legend he is 😂😂😂😂😂,KPz1ZgocW8c,0.9879
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHr1v4X7wKc,UgwW12D5c4uKsbedUk54AaABAg,UCIMM5eK4bxMRgdrNMxB9IkA,2025-05-08T06:56:32Z,2025-05-08T06:56:32Z,0,​@user-vl8iw1666 when he opens his mouth. What right does this mediocre midfielder turned amature manager have to assess anything 🤔 the only reason he has the role is because of the amateur owners.,KPz1ZgocW8c,0.0
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHr9Px3DZRu,UgwW12D5c4uKsbedUk54AaABAg,UCo03oxENQNeNJs6rmYHCEkQ,2025-05-08T08:02:03Z,2025-05-08T08:02:03Z,0,@craig5346 🤣😂,KPz1ZgocW8c,0.7269
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHrJxyi87ek,UgwW12D5c4uKsbedUk54AaABAg,UC_J1jm-eGwG2ltgd46zinDA,2025-05-08T09:34:13Z,2025-05-08T09:34:13Z,0,Delusional fans ​@user-vl8iw1666,KPz1ZgocW8c,0.0
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAHzCVVzIB7e,UgwW12D5c4uKsbedUk54AaABAg,UCDudWWSTMaM3Lavo4v9eekQ,2025-05-11T11:02:57Z,2025-05-11T11:02:57Z,0,"​@user-vl8iw1666  this whole clip is wrong you donut, liverpool literally have more points now than what arsenal finished the season with the past 2 seasons 😂",KPz1ZgocW8c,-0.0516
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAI7AVBvcsCc,UgwW12D5c4uKsbedUk54AaABAg,UCn0RPCMi3VvM3PUerA0fJCg,2025-05-14T22:38:36Z,2025-05-14T22:38:36Z,2,@user-vl8iw1666Every time he opens his gob 😂😂😂😜,KPz1ZgocW8c,0.8271
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAIdZnHCJEHl,UgwW12D5c4uKsbedUk54AaABAg,UCnR_sz318_JqcgVfiZ4w9kw,2025-05-27T21:54:36Z,2025-05-27T21:54:36Z,0,🤣,KPz1ZgocW8c,0.4939
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAJFFEeaRNSp,UgwW12D5c4uKsbedUk54AaABAg,UCIe4uvXmQ6g5dJ3CLdbRJGg,2025-06-11T22:25:21Z,2025-06-11T22:25:21Z,0,But the circumstances in those two previous seasons were different so pointless argument you simpleton,KPz1ZgocW8c,-0.5672
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbALwDAhPu2tS,UgwW12D5c4uKsbedUk54AaABAg,UC0dH4dNhrshOZh2tgYuPWnQ,2025-08-17T17:16:42Z,2025-08-17T17:16:42Z,0,​@user-vl8iw1666  Listen him yapping carefully you Will find out if you have Brain on your Head,KPz1ZgocW8c,0.128
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAMGJjs7EEf6,UgwW12D5c4uKsbedUk54AaABAg,UCdDyXWq2zCmAuhcGW5LwKoQ,2025-08-25T21:58:07Z,2025-08-25T21:58:07Z,1,"Inane comment. What he said is a fair point (though I’d also say Liverpool would likely have won more points if pushed). Liverpool’s 97 points in 2019 totally deserved a title even though they lost that year to Man City, their standard was way better than most title winners.",KPz1ZgocW8c,0.8744
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAMHL5Mnhsfp,UgwW12D5c4uKsbedUk54AaABAg,UC0dH4dNhrshOZh2tgYuPWnQ,2025-08-26T07:29:10Z,2025-08-26T07:29:10Z,0,​@robertchapman7732 ARE YOU GOOD?  GET HELP,KPz1ZgocW8c,0.7944
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAMTAkrJ0XF1,UgwW12D5c4uKsbedUk54AaABAg,UCZKXhu8YEOssVl6Z03l48mg,2025-08-30T21:49:44Z,2025-08-30T21:49:44Z,0,@corey4493 he has won two premier leagues before but. Not as head coach,KPz1ZgocW8c,0.3291
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAMVKn6RHlq4,UgwW12D5c4uKsbedUk54AaABAg,UCvhgu4ArG4gtfao6I77l3tA,2025-08-31T17:55:55Z,2025-08-31T17:55:55Z,0,"​@user-vl8iw1666 
Erm every time",KPz1ZgocW8c,0.0
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAPKcjttGqbz,UgwW12D5c4uKsbedUk54AaABAg,UCHYsLTPuGbR1WsXQHxpr94Q,2025-11-10T03:44:02Z,2025-11-10T03:44:02Z,0,"Liverpool have only really got one, the covid one doesn’t count. And before that they had none",KPz1ZgocW8c,0.0
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAPKtIWQLPrT,UgwW12D5c4uKsbedUk54AaABAg,UCvhgu4ArG4gtfao6I77l3tA,2025-11-10T06:08:43Z,2025-11-10T06:08:43Z,0,​@StoutProperwhy doesn't the covid one count,KPz1ZgocW8c,0.0
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAQ0_BvCIi7m,UgwW12D5c4uKsbedUk54AaABAg,UCtIcxP0QJR4-G9sTy6HO1_Q,2025-11-27T05:19:38Z,2025-11-27T05:19:38Z,0,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,KPz1ZgocW8c,0.9995
UgwW12D5c4uKsbedUk54AaABAg.AHpS8BWSlhbAQ3TPtDLFRL,UgwW12D5c4uKsbedUk54AaABAg,UCDamFowEXQKnCFeye5W_QNA,2025-11-28T08:18:05Z,2025-11-28T08:18:05Z,0,"@StoutProper When football was stopped for Covid  Liverpool had played 29 games and had amassed 82 points with a GD of +45. Second in that table was Man City, 28 games 57 points. With 9 games left Liverpool would have had to lose 8 of those games. They were running away with it.",KPz1ZgocW8c,-0.296
UgxaiX1mE7ugsMKRz8t4AaABAg.AHpXcOf1T5tAHpzTeji4d-,UgxaiX1mE7ugsMKRz8t4AaABAg,UCuIw5v9KCR0WghDXdxSCuLA,2025-05-07T21:07:12Z,2025-05-07T21:07:12Z,26,Only Gooners wonder why. Everyone else is keenly aware.,KPz1ZgocW8c,0.25
UgxaiX1mE7ugsMKRz8t4AaABAg.AHpXcOf1T5tAHrgWLnBBRZ,UgxaiX1mE7ugsMKRz8t4AaABAg,UCYoWPpINkS8nIRXP2tQUujg,2025-05-08T13:00:02Z,2025-05-08T13:00:02Z,11,"​@SmugglingBudgiesas a gunner, arteta is absolutely deluded in his recent press conferences, theres a difference between protecting your team, and absolute delusion 😂😂😂 hes still the best manager for us, but he needs to work on his PR",KPz1ZgocW8c,0.7543
UgxaiX1mE7ugsMKRz8t4AaABAg.AHpXcOf1T5tAMAr6Janpz9,UgxaiX1mE7ugsMKRz8t4AaABAg,UCLzoEsf2-e_6UHMzkXb2akA,2025-08-23T19:02:59Z,2025-08-23T19:02:59Z,0,Everyone hates you absolute bellend haha state of you,KPz1ZgocW8c,0.0258
UgxaiX1mE7ugsMKRz8t4AaABAg.AHpXcOf1T5tAMWeliCFGMO,UgxaiX1mE7ugsMKRz8t4AaABAg,UC0N6nMK8RZIDpsoNK7KBFNQ,2025-09-01T06:18:28Z,2025-09-01T06:18:28Z,0,Most hated club in the world,KPz1ZgocW8c,-0.6697
