video_id,V_comments,reply_depth_mean,reply_like_intensity_mean,comment_mean_sent,reply_mean_sent,sent_divergence_mean,temperature_v1,n_reply_parents_sampled,n_replies_downloaded,order,temp_early_48h,temp_full_recomputed,delta_temp_48h,trajectory_48h,early_comments_n,early_replies_n
cZuKoVpIc9E,300,8.132075471698114,6.816129032258065,0.1235533333333333,0.1785296774193548,0.0549763440860215,2.4310981797647364,30,310,relevance,2.419909455348204,2.4310981797647364,0.011188724416532292,Stable 🌤,276,292
cWgBs2I51_w,300,6.491803278688525,8.745874587458745,0.3081213333333333,0.1949379537953795,0.1131833795379538,2.4373017477840846,30,303,relevance,2.435550579114973,2.4373017477840846,0.0017511686691116246,Stable 🌤,286,286
KPz1ZgocW8c,300,8.166666666666666,2.642857142857143,0.2339306666666667,0.2333035714285714,0.0006270952380952,2.287925352692323,24,196,relevance,2.1322767009856927,2.287925352692323,0.15564865170663023,Stable 🌤,112,79
m3cofWQwYUU,300,3.3,1.393939393939394,0.4785226666666666,0.1550151515151515,0.3235075151515151,2.1199154368291597,30,99,relevance,2.0845189700920987,2.1199154368291593,0.03539646673706054,Stable 🌤,250,69
