video_id,comment_id,author_channel_id,published_at,updated_at,like_count,reply_count,text,sent_compound
m3cofWQwYUU,UgxQx56uMQqsZ4UgoQJ4AaABAg,UCqFGGtE_XbjAWjF47YDSrWw,2025-05-25T19:30:30Z,2025-05-25T19:30:30Z,171,0,"All the best, lad. YNWA",0.6369
m3cofWQwYUU,Ugzv9zIlykMHfZReVPx4AaABAg,UCLJMLAo1AcYDVI23sksea9g,2025-05-27T16:23:16Z,2025-05-27T16:23:16Z,2,0,"I’ll miss him sooooo much 😢
What a player, what a legend. Will forever miss him",-0.6486
m3cofWQwYUU,Ugzw863HTCUlSCKbJdR4AaABAg,UC4gUjQrpmKIxNYcgNPS9DTQ,2025-05-25T19:54:22Z,2025-05-25T19:54:22Z,371,3,"Good luck 66 

Wish you all the best, and thanks for all the memories",0.9403
m3cofWQwYUU,UgwN2-nvLATozAo76XV4AaABAg,UCfkRNOSpuZPAH_LICCAgcFg,2025-05-31T12:06:12Z,2025-05-31T12:06:12Z,3,0,"We will definitely miss him,but it's a good one for him,go on and win more",0.8316
m3cofWQwYUU,UgzHCojoLuFvKx5nEhV4AaABAg,UCQjoC_R_sUgPM2j6q2mLRgw,2025-05-25T19:59:12Z,2025-05-25T19:59:12Z,35,0,"Came on changed the game, such an incredible player that has made a brave and risky decision but you don't get anywhere in life if you don't take risks, deserves all the respect in the world 👏 👍",0.8004
m3cofWQwYUU,UgxSU5oORBCt4kTdwXZ4AaABAg,UCYsI98qCliBeCsBZshOXeqw,2025-06-15T18:14:09Z,2025-06-15T18:14:09Z,2,0,Absolutely adore this kid what he has achieved with our club ill be forever grateful to him ❤,0.8516
m3cofWQwYUU,UgzD3PivoeuQxd_7G9B4AaABAg,UCGFLyrBMXJOKcmYbGBDh5zw,2025-05-25T20:44:35Z,2025-05-25T20:44:35Z,5,0,Gracias Trent. Vuelve pronto,0.0
m3cofWQwYUU,UgwcpCf0lGewPaJwho94AaABAg,UCDLBoBWBteiaOZYkwaf-Lgg,2025-05-25T21:39:26Z,2025-05-25T21:39:26Z,106,1,YNWA Trent. Thanks for the memories. From 🇿🇦,0.4404
m3cofWQwYUU,UgxJXGoJkSpTRqf7jDl4AaABAg,UCWLzPRLG1IkB2_uqFoWa79A,2025-05-26T09:20:26Z,2025-05-26T09:20:26Z,4,0,I'll never forget that Corner take against Barcelona in the UCL. LEGEND! Godspeed 🙏🏾,0.2401
m3cofWQwYUU,UgyE7EvNFkJUtbnYSIh4AaABAg,UCk5vJpXSLwd8jnly9zZh8Kg,2025-05-25T22:07:01Z,2025-05-25T22:07:01Z,62,6,Thank you Trent 4 all the great memories..your a good lad..I wish you all the  best..liverpool fan from new Zealand.😊,0.9612
m3cofWQwYUU,UgwXzgXmyqSUsv3BsUB4AaABAg,UCP38M5Qe0gZ6AFk8cSf4H6w,2025-05-25T20:56:13Z,2025-05-25T20:56:13Z,4,0,i'm gonna miss him so much ynwa all the best at real madrid,0.5574
m3cofWQwYUU,UgwOpKTB3vfNLNG3x9B4AaABAg,UC8aIrAO_2bIw71XgEC6sO9w,2025-05-26T01:50:08Z,2025-05-26T01:50:08Z,1,0,Best of Luck TAA. YNWA ❤❤❤,0.9674
m3cofWQwYUU,Ugzgn37aM2tyvd3rN8p4AaABAg,UCzerFFYONJfsG1RQKc_OKTA,2025-05-26T16:34:31Z,2025-05-26T16:35:36Z,3,0,"That's why, we supporters never leaved you alone Trent Y.N.W.A . Trent good luck for your future & stay strong, played well for Real madrid...Proud to be our Liverpool Player....Thanks a lot.",0.9463
m3cofWQwYUU,UgyOOJCmU9bfmYhPOwp4AaABAg,UC9wjY2cV4JuuQxrygOzfR1Q,2025-05-26T23:31:45Z,2025-05-26T23:31:45Z,0,0,Well done Trend you was amazing we don't want you to leave 🎉😢,0.6222
m3cofWQwYUU,UgybPCLRmFRiwRlNpQh4AaABAg,UCB4jIBroLlSTf5NquOZpLdw,2025-06-12T21:28:16Z,2025-06-12T21:28:16Z,9,0,Missed a Spanish lesson.,-0.296
m3cofWQwYUU,UgwGGsPmq2JFnZjoqFl4AaABAg,UCxpJuUeuiDVVUAN96YLa5ag,2025-05-26T18:41:29Z,2025-05-26T18:41:29Z,0,0,Bro took us through an amazing journey 😢,0.1779
m3cofWQwYUU,UgxgcBvyJyU4OlNkkIN4AaABAg,UCdy5xZBdNMo06K9sAJUL6kw,2025-05-26T00:48:38Z,2025-05-26T00:48:38Z,175,7,Don't cry because it's over smile because it happened❤.,0.8502
m3cofWQwYUU,UgxwOTYDepXd39CWadx4AaABAg,UC9S8plNV6XAy5C2QQWM1P-g,2025-05-26T02:38:23Z,2025-05-26T02:38:23Z,1,0,Trent who was heaven sent!!!,0.6341
m3cofWQwYUU,UgzjjcPz80kGiq3YxjB4AaABAg,UCcC7K6_aCBTwf65puwSka4Q,2025-05-26T00:48:59Z,2025-05-26T00:48:59Z,40,0,WE WILL MISS YOU 4 EVER TRENT THANKS 4 ALL YOU HAVE DONE,0.3182
m3cofWQwYUU,UgytNcV6ohQVEp3Y-Oh4AaABAg,UCysqvRy6Be4svMgS7VlVCuw,2025-05-26T07:08:35Z,2025-05-26T07:09:27Z,0,0,THANK YOU TAA❤️!!!YNWA🇿🇦,0.626
m3cofWQwYUU,UgwPa9eXoLf6cgSnbLF4AaABAg,UCSTLCKjSiMH8S6a5goSmVUg,2025-05-26T09:23:25Z,2025-05-26T09:23:25Z,31,0,Thank you Trent. For everything you’ve done for the club,0.3612
m3cofWQwYUU,Ugz1VpyeEERdoso8wmJ4AaABAg,UCk7jdIxsX_1mpQiGqFkbYdQ,2025-05-25T21:48:53Z,2025-05-25T21:48:53Z,73,0,Gave some glimps today why He is what he is. Fare thee well TAA. Nothing but love,-0.6126
m3cofWQwYUU,UgyO3Nm_GWuSyZqGPk54AaABAg,UCEUEW971TGijmeOyDohmkyw,2025-05-29T09:42:24Z,2025-05-29T09:42:24Z,2,0,Forever in our hearts ❤️🔴⚽️ YNWA Trent Alexander-Arnold,0.6486
m3cofWQwYUU,UgwfxG3rpnGPwEL9d_h4AaABAg,UCMyzI1Fbuprg1G0EhcH_TYQ,2025-05-26T17:50:56Z,2025-05-26T17:51:23Z,2,1,Im so glad he got the send off PLC and Bus victory Parade 🎉🎉🏆🏅🏆🏅🏆🏅🏆🏅🏆🍾🥂🍾🥂🍾🥂🍻🍻🍻🍻🍻We going to miss you Trent good luck LFC FOREVER AND EVER YNWA ❤️🤗,0.9802
m3cofWQwYUU,UgxNzWY3YMLa8kPnleJ4AaABAg,UCgDI7SKoPnUYFsorwcK8nnQ,2025-05-26T10:37:27Z,2025-05-26T10:37:51Z,1,0,Thank you Trent my faveiroute right back,0.3612
m3cofWQwYUU,UgxGKMBtk4f1RBu58hR4AaABAg,UCOare5lUNk87nt9JeEXSkEQ,2025-05-26T03:29:40Z,2025-05-26T03:29:40Z,3,2,Every fan has rights to voice opinions,0.3182
m3cofWQwYUU,UgxBAjlOY97p-DawYB94AaABAg,UChAPa_qmciTLReGEwyE_ZQw,2025-05-26T08:56:04Z,2025-05-26T08:56:04Z,1,0,Nothing but love trent! Conquer the world!,-0.7299
m3cofWQwYUU,Ugwp6TbpW0CT9nj8geZ4AaABAg,UC5ZuEJ4rzuwJxZ8uvIdOvnw,2025-05-28T07:48:17Z,2025-05-28T07:48:17Z,17,0,Well done trent you've done amazing for the club 👏,0.7096
m3cofWQwYUU,UgwVRWMmt0YIxq5AWBB4AaABAg,UCt2sfyDYZbo1eAGibfgR5MQ,2025-05-26T14:20:54Z,2025-05-26T14:20:54Z,0,0,"TAA is a brilliant player and a humble guy, rare among Soccer players. ❤",0.8402
m3cofWQwYUU,Ugy9OiePAqFsaM4BZBp4AaABAg,UCNDf0Ipoj4CZV5DF2419WvQ,2025-05-25T19:28:41Z,2025-05-25T19:28:41Z,6,0,😢🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹 SAYONARA TRENT ALEXANDER ARNOLD (DANKĒ TAA),-0.4767
m3cofWQwYUU,Ugx1KklQW0U54bzxevF4AaABAg,UC4Fm_4uoNCzCnE21dbG6eRw,2025-05-26T08:50:53Z,2025-05-26T08:50:53Z,0,0,Thank you trent for everything,0.3612
m3cofWQwYUU,Ugz7_96d68dPOk7MQW94AaABAg,UCvqS7UHP55lTtpXO8Etd-Hg,2025-05-25T20:33:58Z,2025-05-25T20:33:58Z,4,0,Good luck ❤🎉🎉 have fun YNWA,0.9571
m3cofWQwYUU,UgzrWlgYBBlUkHN-wNh4AaABAg,UC6eoxWLJtN2oPWcw-1X8NOQ,2025-05-26T12:04:27Z,2025-05-26T12:04:27Z,0,0,"I wish you all the best, Trent !",0.8016
m3cofWQwYUU,UgxOD1nkzD1M7pCck5R4AaABAg,UCkhCogykJ4YWmpoI2GlobUg,2025-05-25T20:19:33Z,2025-05-25T20:19:33Z,12,0,You'll never walk alone Trent. All the best.,0.7131
m3cofWQwYUU,UgwB19zqXShNH8LXwbZ4AaABAg,UCH84Tb5mvZI41dpZ3wRvPhw,2025-05-27T06:46:33Z,2025-05-27T06:46:33Z,0,0,สงสารน้ำตาไหลเลย เทรนด์ถ้าอยู่ที่อื่นไม่สบายวจกลับมาลิเวอร์พูลเหมือนเดิมได้ไหม,0.0
m3cofWQwYUU,UgzN26ICmZMH1fLu-Td4AaABAg,UCpeMVUJN6887kzV3miUxRtQ,2025-05-25T19:30:25Z,2025-05-25T19:30:25Z,9,0,YNWA❤TAA💯,0.0
m3cofWQwYUU,UgxsIt5NtpS9pXd6EMF4AaABAg,UC2EVdqI2ljHWbWMWFvpr3LA,2025-05-26T09:56:39Z,2025-06-29T09:28:09Z,0,0,"Thanks for everything, lad",0.4404
m3cofWQwYUU,UgwmFm2NElF6ZhLrRlZ4AaABAg,UC7opPUAO6uoTKjKHKa838VQ,2025-05-25T19:51:15Z,2025-05-25T19:51:15Z,117,0,Love you Trent. Thanks for all your hard work. YNWA,0.7717
m3cofWQwYUU,UgynKlEuMYC5ayc7u854AaABAg,UChonT_05hWmIX2rnOY4VhgA,2025-05-26T11:41:54Z,2025-05-26T11:41:54Z,0,0,Thank you TRENT ARNOLD...,0.3612
m3cofWQwYUU,Ugydk1SaLHWijzid40d4AaABAg,UCqH84O47W739nAMAJUeS7sA,2025-05-25T21:24:32Z,2025-05-26T10:12:35Z,91,1,"His boyhood club won the lot, can you imagine little boy playing football in playground daydreaming one day he'd pulling on red shirt Liverpool football club 20 years service now he's decided to leave on pastures new all the best Trent , players come an go but memories and moments never fade , from United fan",0.8948
m3cofWQwYUU,UgxuOog9Aw8WzLtyhWt4AaABAg,UCBulyjDOsQ72P8UmvwvoVxA,2025-05-31T17:21:44Z,2025-05-31T17:21:44Z,0,0,Very emotional  all the best  love Suzanne ❤,0.9381
m3cofWQwYUU,UgxDb5LtI7KeznuWTi54AaABAg,UC4DzMKOZG5YMsoPDTSiRFjg,2025-05-25T19:36:07Z,2025-05-25T19:36:07Z,5,0,Ynwa 😢,-0.4767
m3cofWQwYUU,UgxGdE7knnr8sV-YUh14AaABAg,UCMzRN05dxOuHmD07fpNholQ,2025-11-12T15:30:21Z,2025-11-12T15:30:21Z,2,0,he must  supposed to stay by Liverpool,0.0
m3cofWQwYUU,UgxwV1XK_AArDzZi6sZ4AaABAg,UCWjJgFiVlC3p6QT-3vXEH-g,2025-05-25T20:09:53Z,2025-05-25T20:09:53Z,14,0,"its hard you know,

leaving your childhood club is a very tough decision.

thank you trent. you did alot for us❤ WE WILL MISS YOU!!❤❤❤",0.956
m3cofWQwYUU,Ugzcs6NYqFxiw-JmPDJ4AaABAg,UC27WK-XFjShdmg50u-IV1ow,2025-05-26T12:58:01Z,2025-05-26T12:58:01Z,0,0,I've got tears in my eyes 🥹,-0.2263
m3cofWQwYUU,UgwAkeeg1maozEhQIwF4AaABAg,UCdb2LhLKqdG72qfDHnAOytQ,2025-05-27T01:17:34Z,2025-05-27T01:17:34Z,9,0,U are still the best Trent.. yr memories will be in our heart for ever... You are Not Walk Alone.... Best of luck bro .....,0.8681
m3cofWQwYUU,UgxTftLu_XxVP6QYVXR4AaABAg,UCIziZiRyMxiEZqDREGHFsAw,2025-05-26T18:23:01Z,2025-05-26T18:23:01Z,1,0,YNWA Trent!! Thank you so much!!,0.5673
m3cofWQwYUU,UgzeTkXmk0WUQpO6wi94AaABAg,UC3jCai5SeP7X81exqjhhoMw,2025-05-25T21:41:04Z,2025-05-25T21:41:04Z,2,0,"Finally a comment section with sane and reasonable fans…As a Liverpool supporter, I’ll never hate Trent",0.6246
m3cofWQwYUU,UgzmpRQ-93XZyXsinw94AaABAg,UCH00Fkrf2N-vEwxVnV47WiA,2025-05-28T02:39:00Z,2025-05-28T02:39:00Z,0,0,Thanks trent for winning everything,0.743
m3cofWQwYUU,Ugy9X6exlmlSehtzDmR4AaABAg,UCsmZNBIdA3d8fKEOwQxyY9g,2025-05-25T19:38:00Z,2025-05-25T19:38:00Z,5,0,Goodbye 🤧,0.0
m3cofWQwYUU,UgxI8VruY-Te4QllRxx4AaABAg,UCtz3QoxzdrJjoMpavnGWMLg,2025-06-08T14:26:50Z,2025-06-08T14:26:50Z,0,0,thankz you TRENT..... 😢😢😢😢😢😢,-0.9559
m3cofWQwYUU,UgwMT-yuYXOFVCH6e3h4AaABAg,UCnIbrQqrRPhJk8Z06Xwa_sw,2025-05-25T19:26:36Z,2025-05-25T19:26:36Z,4,0,🥹😢♥️,0.2732
m3cofWQwYUU,Ugz8sDMqcZIn1-mR5BV4AaABAg,UCwutI59WjIp2_EyPr8wmoNQ,2025-05-26T10:06:15Z,2025-05-26T10:06:15Z,0,1,Thank you trent for the corner taken quickly ucl and helping us win the league,0.8176
m3cofWQwYUU,UgyEY93j0mep5FvJrgJ4AaABAg,UCVUOSroyZe01F_VS9iLaKSw,2025-05-25T19:58:58Z,2025-05-25T19:58:58Z,14,0,Gracias Trent 66 ❤,0.6369
m3cofWQwYUU,UgzdpUIJCN_5xZv7_NV4AaABAg,UCd112u1kniFefY15GnpEivw,2025-10-30T20:07:37Z,2025-10-30T20:07:37Z,0,0,"Thank you, trent, and I'm gonna miss you. I have been a liverpool fan since I was born and I am still",0.4939
m3cofWQwYUU,UgxY1H_J9uaRDLCVGgx4AaABAg,UC1Sx2oS_Hk1PXMjJ9cg_v5w,2025-05-25T20:14:18Z,2025-05-25T20:14:18Z,14,2,He’s given everything to Liverpool. Imagine being a 6 year old Liverpool supporter and lad from Liverpool to breaking into the first team playing at anfield. That alone must have been a dream come true. But he never stopped there. He was absolutely world class. Bonafide Liverpool legend,0.5926
m3cofWQwYUU,UgwKALddYzRFeG261Ap4AaABAg,UCpb1OJqlsd3M7eH4UHggclQ,2025-05-26T15:14:35Z,2025-05-26T15:14:35Z,0,0,All the best Trent you will be missed,0.4588
m3cofWQwYUU,UgwKFrH2_2a2KGV56Fp4AaABAg,UCdzstlVcW1vCA_MbKv8fNkw,2025-05-25T19:31:33Z,2025-05-25T19:31:33Z,22,1,Man he didn’t have to leave like that😢,-0.2023
m3cofWQwYUU,UgzSDHKxx4HsyyI3x7N4AaABAg,UCCbyPCr2HXMcRX7jSUi47Dg,2025-05-29T17:52:31Z,2025-05-29T17:52:31Z,0,0,😢 it's an heart breaking moment by the way 😢😭😭😭😭,-0.9246
m3cofWQwYUU,Ugxst2csHGQjtFLdBs54AaABAg,UC2n6Db6lJhqO26EBHS8hPLw,2025-05-25T20:58:28Z,2025-05-25T20:58:28Z,10,0,Thank you Trent for your service 🙏 i wish you all the best good luck 👍,0.936
m3cofWQwYUU,UgwvcgQ5RydB-faam3p4AaABAg,UCFfZu7QLLj7_ipHSWW18WSg,2025-05-26T05:59:12Z,2025-05-26T05:59:12Z,0,0,Though he is leaving he will never walk alone ❤️‍🩹❤️‍🩹,0.1877
m3cofWQwYUU,UgwyxPPhef7JxIw_olh4AaABAg,UCK0Zcf_Qs2pzbKKWLQ-rKTA,2025-05-25T21:42:32Z,2025-05-25T21:42:32Z,1,0,Thank you Trent stay strong no matter where you go we will support you ❤❤,0.9503
m3cofWQwYUU,UgyBqkJSXiwWoDgrtv94AaABAg,UCAI7onXt8FJdD6JbxpP25TQ,2025-05-25T23:10:16Z,2025-05-25T23:10:16Z,10,1,"You can see the pure love he has for the club with this emotions 😢his tears is real 😢😢😢😢
Gonna miss you my favorite Liverpool player 😭all the best in your new journey 😢 YNWA legend ❤️💯🙏",-0.8957
m3cofWQwYUU,UgweNIxh4cme0yLwtUh4AaABAg,UC_67aXpNrTVe01Ph8CNKF4g,2025-05-26T23:29:48Z,2025-05-26T23:29:48Z,1,0,Will miss you ssssssssooooooo very much! Good luck and happiness to you for the future.❤🎉,0.9488
m3cofWQwYUU,UgzV0GE9Y3gyYtuRXq94AaABAg,UCvpcDhnzQ0wKnO6fBPKXGKg,2025-05-25T19:36:49Z,2025-05-25T19:36:49Z,58,0,Yo broke my heart... all the best...,0.765
m3cofWQwYUU,UgxmF1rxttlDr7Aqd-F4AaABAg,UCESgBLDOqXdxLqVjBnsHk0A,2025-05-26T18:26:05Z,2025-05-26T18:26:05Z,1,0,Ahh bless he should never be bored nothing wrong with wanting a change in life good on him wish him all the best ❤❤❤,0.9827
m3cofWQwYUU,UgwcP-h32ea9aeVHU454AaABAg,UClN7o0Dem2tY8XbA6_fyM7Q,2025-05-25T20:16:54Z,2025-05-25T20:16:54Z,10,0,"We'll ALWAYS love you Trent 
Shine on you crazy diamond 💎 😢 !",0.3382
m3cofWQwYUU,Ugz6qsxGtmu4BV1xdRB4AaABAg,UCkrML6k9t9V5HfNupo7QIxw,2025-05-26T18:35:40Z,2025-05-26T18:35:40Z,1,0,"Glad we showed him the appreciation he deserves, all the best 66, always a way back for you if things don't work",0.8885
m3cofWQwYUU,UgyctkBZ2fOF7vrprIt4AaABAg,UCWPmc4coCNq28ozATZOedQg,2025-05-25T20:19:03Z,2025-05-25T20:19:50Z,20,1,THANK YOU TRENT. WE WILL ALWAYS REMEMBER YOU AS THE SCOUSE LAD THAT MADE LIVERPOOL FC TURN INTO A BEAST. YOU'LL NEVER WALK ALONE.  Please wear the number 20 for 20 years at Liverpool at real Madrid,0.5932
m3cofWQwYUU,UgxhSWj4Lb-EsmXdqBZ4AaABAg,UCXPkIxhe0KTWqWbMjM0KMXw,2025-05-26T08:17:11Z,2025-05-26T08:17:11Z,0,0,we love our legend trent 🤍,0.6369
m3cofWQwYUU,UgxOxxhRag4umbOrN3Z4AaABAg,UCm2fcLzXp4-lgr5wlOjZCZw,2025-05-25T21:28:13Z,2025-05-25T21:28:13Z,9,0,"Pow, já chorei muito hoje.😢
Obg Arnold. ❤ Reds sempre vai ser sua casa.",0.2732
m3cofWQwYUU,UgyK_VRIQ0Cs_DBtbhx4AaABAg,UClWdpJ-iDgMDSW8gICGgWGg,2025-05-26T06:14:30Z,2025-05-26T06:14:30Z,1,0,Lfc won’t be the same without him I cried when I saw this on tv,0.2924
m3cofWQwYUU,UgydFS8SMK0qgoUc1DB4AaABAg,UC1Bx_whcu1hC8Aw8LaYr9sw,2025-06-13T14:04:14Z,2025-06-13T14:04:14Z,3,0,😂😂😂,0.8271
m3cofWQwYUU,UgyNhUTh8aUYefPrpoF4AaABAg,UCI7wCYmvjmcP7xj_hRclwNg,2025-06-29T15:00:30Z,2025-06-29T15:00:30Z,0,0,You are a legend in my eyes at Liverpool Trent best of luck in the future,0.802
m3cofWQwYUU,UgxdE7UiUhhIXqVf15B4AaABAg,UCWJ-5B2C7Nax8ZhPxzvTOXw,2025-05-25T20:04:03Z,2025-05-25T20:04:03Z,7,0,Good luck Trent .. and thanks for everything you have done for LFC.  YNWA.,0.8316
m3cofWQwYUU,UgxtqDCJSzycppCavnV4AaABAg,UCWcU02mBHhwPtXo683TMo4Q,2025-05-26T09:35:39Z,2025-05-26T09:35:39Z,0,0,The boy did good. Wish him well for the future..,0.7717
m3cofWQwYUU,UgzvtYapG3JZaXN3tph4AaABAg,UCi5bqKrh-5pK-skIhSLLFBw,2025-05-25T20:32:47Z,2025-05-25T20:34:34Z,8,0,"Good luck Trent, forever in our hearts ❤😢😢💔💔. Didn't think i would see this day, thought he would be our future captain",0.9081
m3cofWQwYUU,Ugz-3Iu0V4sGdfYF10h4AaABAg,UC8C4XwSBGsywUnBYSsGvroQ,2025-05-25T21:32:06Z,2025-05-25T21:32:06Z,1,0,66 we love you  all the best,0.8555
m3cofWQwYUU,UgzTNBdm2noQeQS605p4AaABAg,UCRpQkBlXWLsx5hdkiBr6h6g,2025-05-25T21:41:46Z,2025-05-25T21:41:46Z,7,0,Im tearing up as a Chelseafc fan. Thank you Trent. All tge best ❤❤❤❤❤❤,0.9884
m3cofWQwYUU,UgwsbJy1obi2RGO0pzt4AaABAg,UCTBp1uOz3EGjdoiALkwiw5w,2025-05-28T06:48:29Z,2025-05-28T06:48:29Z,1,0,"You have achieved alot with Liverpool. and you also gave them your best .
Continue chasing your dreams don't cry man❤❤❤❤",0.9804
m3cofWQwYUU,UgwaHAUc4WK5tXgQX0x4AaABAg,UCjtzv3iRfwdOcL-wMjXeB2g,2025-05-25T20:32:31Z,2025-05-25T20:32:31Z,6,1,I miss you Trent and your  incredible moment,-0.1531
m3cofWQwYUU,UgzCO_A7AM2BiTAUT714AaABAg,UC8fqG3l9NnGjooYYxbk1qZw,2025-05-27T12:03:37Z,2025-05-27T12:03:37Z,0,0,Literally crying like a death in the family 🥺,-0.6705
m3cofWQwYUU,UgxR_jDd6RZDsyAQYOh4AaABAg,UCCtdzEBGYk8pC2jtQ6Gm2JA,2025-05-25T19:40:40Z,2025-05-25T19:40:40Z,52,0,Thank you Trent. Always a Red❤❤❤,0.9442
m3cofWQwYUU,Ugw9Q9j02NT28WziC254AaABAg,UCiC3yHjgMwfAirk9Vhgzl2A,2025-05-26T09:36:13Z,2025-05-26T09:36:13Z,0,0,Trent Liverpool legend always,0.0
m3cofWQwYUU,Ugyr_EGjMIQ1S5WySLB4AaABAg,UCuzuD9WxVZ5Nr0rrlHTaOuA,2025-05-25T19:38:24Z,2025-05-25T19:38:24Z,10,0,He is our old young scouser YNWA good look in the future 🥺🥺🥺🥺🥺🥺🥺,0.4404
m3cofWQwYUU,UgwhaTtfY2wBNxno2oN4AaABAg,UCpCKOl8IdRjoA6ZXEsp6heg,2025-05-25T19:29:22Z,2025-05-25T19:29:22Z,16,0,❤😢 Legend❤,0.743
m3cofWQwYUU,UgymYwrmaVEtxfVKBS94AaABAg,UC8UKmb-NJc-d6VAnWYL6fXA,2025-05-26T02:17:06Z,2025-05-26T02:17:06Z,1,0,His corner kick against Barcelona will always be remembered.,0.0
m3cofWQwYUU,Ugw2nRexjwbJBNWue6h4AaABAg,UC1AuKZXKKkfjJvcgGKdSGMQ,2025-05-26T18:18:07Z,2025-05-26T18:18:07Z,33,2,Nooooo Trent I can’t watch you cry it’s heartbreaking x we love you still and good luck ❤,0.8481
m3cofWQwYUU,Ugxj8V8yTYp7Y_pnhF94AaABAg,UCuRzU3Fn1WfmAv-Mn3nC0_A,2025-06-06T14:54:00Z,2025-06-06T14:54:00Z,0,0,You'll Never Walk Alone AGAIN Trent 🔴🔴🔴🔴,0.1877
m3cofWQwYUU,Ugw-TCebIWY3HCg3oqZ4AaABAg,UC7R1yWVleGIaOHTYpuUWLlA,2025-05-26T23:05:55Z,2025-05-26T23:05:55Z,2,0,Wish him all the best and hope he will be a legend in Real if not he always can come back at home,0.8689
m3cofWQwYUU,UgxugE_J_6UspQ2RXqF4AaABAg,UCeZN8Umcr5WcUsP3Dgzcn2w,2025-05-25T20:21:42Z,2025-05-25T20:21:42Z,4,0,Thanks Trent for everything you have done for this club,0.4404
m3cofWQwYUU,UgyfRp7as7R_iELMDR94AaABAg,UCuMdDq1bpBd2uSfUDpikM4g,2025-05-26T10:43:07Z,2025-05-26T10:43:07Z,0,0,Thank you Trent for all 🎉,0.6369
m3cofWQwYUU,UgyogEfiWLOQgiQkFZt4AaABAg,UC9xlkExiRYh2FL7-h9zwvIQ,2025-05-25T20:10:10Z,2025-05-25T20:10:10Z,8,0,"❤❤❤ show them what you got. 

Thanks for the memories Trent !",0.9501
m3cofWQwYUU,UgxXlfECAAplJvD1vcd4AaABAg,UCtQHVYpmXVRROTjqKynRRMQ,2025-05-26T01:29:47Z,2025-05-26T01:29:47Z,0,0,Never Forgot Trent 66❤Fighting,0.0
m3cofWQwYUU,UgyqB_hT9FlWEHpot6R4AaABAg,UC6KnnDxz4w85XfCmbCyvJLw,2025-05-25T20:41:10Z,2025-05-25T20:41:10Z,9,0,Love you Trent. Blessings.,0.8271
m3cofWQwYUU,Ugz-OE-RYU7zLR7BuT94AaABAg,UCzvFgIvjQBbPhEFk-GJ-DbA,2025-05-26T19:54:25Z,2025-05-26T19:54:25Z,1,0,"Trent 🎉🎉..
Thank you for everything ❤️ 
Ynwa",0.7845
